(*iter)->filename  	  (*iter)->n  	  (*iter)->m  	(*iter)->opt_obj_given  	  (*iter)->opt_obj_real  	(*iter)->rand_seed  	  (*iter)->sol_info_vec.size()  	obj[0]  	  obj[1]  	  obj[2]  	iteration[0]  	  iteration[1]  	  iteration[2]  	tm[0]  	  tm[1]  	  tm[2]  	cmp_give_result_cnt[0]  	  cmp_give_result_cnt[1]  	  cmp_give_result_cnt[2]  	cmp_real_result_cnt[0]  	  cmp_real_result_cnt[1]  	  cmp_real_result_cnt[2]  	
Ni_8_2-1_1_1	8	2	149.574700	149.574645	1460918804	20	149.574645	149.574645	149.574645	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_2	8	2	134.877500	134.877454	1460918804	20	134.877454	134.877454	134.877454	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_3	8	2	135.411200	135.411204	1460918804	20	135.411204	135.411204	135.411204	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_4	8	2	75.563450	75.563450	1460918805	20	75.563450	75.563450	75.563450	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_5	8	2	122.633800	122.633748	1460918805	20	122.633748	122.633748	122.633748	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_6	8	2	140.173100	140.173104	1460918805	20	140.173104	140.173104	140.173104	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_7	8	2	198.727000	198.726974	1460918805	20	198.726974	198.726974	198.726974	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_8	8	2	138.996300	138.996336	1460918805	20	138.996336	138.996336	138.996336	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_9	8	2	172.107900	172.107905	1460918805	20	172.107905	172.107905	172.107905	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-1_1_10	8	2	212.635600	212.635622	1460918805	20	212.635622	212.635622	212.635622	0	0	2	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_11	8	2	158.547400	158.547370	1460918805	20	158.547370	158.547370	158.547370	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_12	8	2	166.841800	166.841771	1460918805	20	166.841771	166.841771	166.841771	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-1_1_13	8	2	149.109500	149.109537	1460918805	20	149.109537	149.109537	149.109537	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_14	8	2	136.146200	136.146211	1460918805	20	136.146211	136.146211	136.146211	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_15	8	2	142.977400	142.977396	1460918805	20	142.977396	142.977396	142.977396	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_16	8	2	142.063800	142.063846	1460918805	20	142.063846	142.063846	142.063846	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_17	8	2	161.298000	161.297992	1460918805	20	161.297992	161.297992	161.297992	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_18	8	2	150.291100	150.291095	1460918805	20	150.291095	150.291095	150.291095	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_19	8	2	194.178800	194.178765	1460918805	20	194.178765	194.178765	194.178765	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-1_1_20	8	2	122.064100	122.064140	1460918805	20	122.064140	122.064140	122.064140	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_21	8	2	232.544300	232.544248	1460918806	20	232.544248	232.544248	232.544248	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-1_1_22	8	2	106.770100	106.770107	1460918806	20	106.770107	106.770107	106.770107	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-1_1_23	8	2	146.390100	146.390064	1460918806	20	146.390064	146.390064	146.390064	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_1_24	8	2	143.454600	143.454618	1460918806	20	143.454618	143.454618	143.454618	0	2	6	0	0	1	0	20	0	0	20	0
Ni_8_2-1_1_25	8	2	151.811000	151.810994	1460918806	20	151.810994	151.810994	151.810994	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_1	8	2	160.652500	160.652474	1460918806	20	160.652474	160.652474	160.652474	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_2	8	2	160.983000	160.983037	1460918806	20	160.983037	160.983037	160.983037	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_3	8	2	256.745900	256.745918	1460918806	20	256.745918	256.745918	256.745918	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-1_2_4	8	2	202.877600	202.877573	1460918806	20	202.877573	202.877573	202.877573	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_5	8	2	107.822900	107.822902	1460918806	20	107.822902	107.822902	107.822902	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_6	8	2	187.239800	187.239826	1460918806	20	187.239826	187.239826	187.239826	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_7	8	2	233.210600	233.210610	1460918806	20	233.210610	233.210610	233.210610	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_8	8	2	149.341900	149.341902	1460918806	20	149.341902	149.341902	149.341902	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_9	8	2	171.526900	171.526945	1460918806	20	171.526945	171.526945	171.526945	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_10	8	2	190.445900	190.445903	1460918806	20	190.445903	190.445903	190.445903	0	0	3	0	0	1	0	20	0	0	20	0
Ni_8_2-1_2_11	8	2	200.807200	200.807164	1460918806	20	200.807164	200.807164	200.807164	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_12	8	2	164.773500	164.773522	1460918806	20	164.773522	164.773522	164.773522	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_13	8	2	179.888000	179.888021	1460918806	20	179.888021	179.888021	179.888021	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_14	8	2	182.899300	182.899324	1460918806	20	182.899324	182.899324	182.899324	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_15	8	2	204.102400	204.102401	1460918806	20	204.102401	204.102401	204.102401	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_16	8	2	108.525500	108.525539	1460918807	20	108.525539	108.525539	108.525539	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_17	8	2	165.768500	165.768534	1460918807	20	165.768534	165.768534	165.768534	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-1_2_18	8	2	115.461800	115.461835	1460918807	20	115.461835	115.461835	115.461835	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_19	8	2	119.584100	119.584085	1460918807	20	119.584085	119.584085	119.584085	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_20	8	2	103.924800	103.924775	1460918807	20	103.924775	103.924775	103.924775	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-1_2_21	8	2	164.109500	164.109494	1460918807	20	164.109494	164.109494	164.109494	0	4	35	0	0	1	0	20	0	0	20	0
Ni_8_2-1_2_22	8	2	160.634500	160.634540	1460918807	20	160.634540	160.634540	160.634540	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_23	8	2	181.888200	181.888217	1460918807	20	181.888217	181.888217	181.888217	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_24	8	2	239.291800	239.291762	1460918807	20	239.291762	239.291762	239.291762	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-1_2_25	8	2	179.244500	179.244498	1460918807	20	179.244498	179.244498	179.244498	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_1	8	2	617.454800	617.454749	1460918807	20	617.454749	617.454749	617.454749	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_2	8	2	635.389600	635.389646	1460918807	20	635.389646	635.389646	635.389646	0	3	13	0	0	1	0	20	0	0	20	0
Ni_8_2-2_1_3	8	2	540.562100	540.562116	1460918807	20	540.562116	540.562116	540.562116	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_4	8	2	501.351300	501.351315	1460918807	20	501.351315	501.351315	501.351315	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_5	8	2	563.239800	563.239860	1460918807	20	563.239860	563.239860	563.239860	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_6	8	2	575.306300	575.306358	1460918807	20	575.306358	575.306358	575.306358	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_7	8	2	563.006300	563.006327	1460918807	20	563.006327	563.006327	563.006327	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_8	8	2	634.894900	634.894873	1460918807	20	634.894873	634.894873	634.894873	0	2	7	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_9	8	2	533.055800	533.055821	1460918807	20	533.055821	533.055821	533.055821	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_10	8	2	564.976300	564.976235	1460918808	20	564.976235	564.976235	564.976235	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_11	8	2	544.196800	544.196881	1460918808	20	544.196881	544.196881	544.196881	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-2_1_12	8	2	590.013200	590.013265	1460918808	20	590.013265	590.013265	590.013265	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_13	8	2	571.374000	571.373980	1460918808	20	571.373980	571.373980	571.373980	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_14	8	2	547.111300	547.111234	1460918808	20	547.111234	547.111234	547.111234	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_15	8	2	640.377700	640.377708	1460918808	20	640.377708	640.377708	640.377708	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-2_1_16	8	2	543.251100	543.251077	1460918808	20	543.251077	543.251077	543.251077	0	0	2	0	0	1	0	20	0	0	20	0
Ni_8_2-2_1_17	8	2	541.866900	541.866870	1460918808	20	541.866870	541.866870	541.866870	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_18	8	2	587.820500	587.820523	1460918808	20	587.820523	587.820523	587.820523	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_19	8	2	577.397400	577.397425	1460918808	20	577.397425	577.397425	577.397425	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_20	8	2	613.592300	613.592339	1460918808	20	613.592339	613.592339	613.592339	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_21	8	2	551.753900	551.753879	1460918808	20	551.753879	551.753879	551.753879	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_22	8	2	659.616500	659.616480	1460918808	20	659.616480	659.616480	659.616480	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-2_1_23	8	2	531.221800	531.221794	1460918808	20	531.221794	531.221794	531.221794	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_24	8	2	540.819300	540.819257	1460918808	20	540.819257	540.819257	540.819257	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_1_25	8	2	594.983200	594.983147	1460918808	20	594.983147	594.983147	594.983147	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_2_1	8	2	567.620100	567.620083	1460918808	20	567.620083	567.620083	567.620083	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_2_2	8	2	580.598900	580.598907	1460918809	20	580.598907	580.598907	580.598907	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-2_2_3	8	2	552.800000	552.800036	1460918809	20	552.800036	552.800036	552.800036	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-2_2_4	8	2	658.427400	658.427417	1460918809	20	658.427417	658.427417	658.427417	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-2_2_5	8	2	646.097700	646.097677	1460918809	20	646.097677	646.097677	646.097677	0	0	0	0	0	0	0	20	0	0	20	0
Ni_8_2-2_2_6	8	2	610.089600	610.089556	1460918809	20	610.089556	610.089556	610.089556	0	0	0	0	0	1	0	20	0	0	20	0
Ni_8_2-2_2_7	8	2	597.610000	597.609986	1460918809	20	597.609986	597.609986	597.609986	0	0	0	0	0	0	0	20	0	0	20	0
